id;parent_id;niveau;niveau_nom;code;libelle;chemin_codes;chemin_libelles;definition;source;url
term:125_51;sg:125;4;terme;125_51;PLACEMENT DE PRODUIT;1 > 12 > 125 > 125_51;L'entreprise et son management > Marketing > PUBLICITE > PLACEMENT DE PRODUIT;Publicité qui consiste à promouvoir la vente d'un produit auprès du grand public en le présentant dans un film cinématographique ou à la télévision. Note(s) : Les produits montrés à l'écran reçoivent une approbation implicite de la part de l'assistance et une crédibilité plus élevée que les produits montrés dans les annonces. Source : Office québécois de la langue française (1999). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : <http://www.granddictionnaire.com> (consulté le 25-04-2006);Office québécois de la langue française (1999). Le Grand dictionnaire terminologique [en ligne]. Disponible sur : <http://www.granddictionnaire.com> (consulté le 25-04-2006).;https://aciege.org/Dct/Fra/Fra_125_51.html
term:125_46;sg:125;4;terme;125_46;PLAN MEDIA;1 > 12 > 125 > 125_46;L'entreprise et son management > Marketing > PUBLICITE > PLAN MEDIA;"Tableau d'utilisation des supports ou des médias, établi par l'agence et proposé à l'annonceur pour sa campagne, sur lequel figurent : - les supports sélectionnés (titres des publications, chaînes de télévision, etc); - le format des espaces publiciataires ou la durée des messages; - les positions, le coût et les dates de chaque insertion ou chaque passage, etc. Ce n'est qu'une fois que le plan médias est accepté que l'agence peut effectuer les réservations et établir le calendrier de campagne. (Dictionnaire bilingue de la publicité et de la communication, DUNOD, 1990)";Dictionnaire bilingue de la publicité et de la communication, DUNOD, 1990;https://aciege.org/Dct/Fra/Fra_125_46.html
term:125_34;sg:125;4;terme;125_34;PROMOTION DES VENTES;1 > 12 > 125 > 125_34;L'entreprise et son management > Marketing > PUBLICITE > PROMOTION DES VENTES;Recherche, étude, mise au point et application des idées et des initiatives qui concourent au développement des ventes en vue d'atteindre des objectifs commerciaux. (Dictionnaire commercial, Entreprise Moderne d'Edition, 1987);Dictionnaire commercial, Entreprise Moderne d'Edition, 1987;https://aciege.org/Dct/Fra/Fra_125_34.html
term:125_55;sg:125;4;terme;125_55;PUBLICITE;1 > 12 > 125 > 125_55;L'entreprise et son management > Marketing > PUBLICITE > PUBLICITE;Déf.1 : Information portée à la connaissance du public. Déf.2 : Ensemble des techniques et des moyens de communication permettant la divulgation des idées ou des biens, la mise en vedette de personnes, en vue de provoquer chez les récepteurs des réactions spontanées et délibérées, immédiates et durables, conformes aux objectifs de l'organisme émetteur. (Dictionnaire commercial, Entreprise Moderne d'Editon, 1987);Dictionnaire commercial, Entreprise Moderne d'Editon, 1987;https://aciege.org/Dct/Fra/Fra_125_55.html
term:125_59;sg:125;4;terme;125_59;PUBLICITE AUDIOVISUELLE;1 > 12 > 125 > 125_59;L'entreprise et son management > Marketing > PUBLICITE > PUBLICITE AUDIOVISUELLE;Publicité utilisant tous les moyens de l'audiovisuel : films, diapositives, magnétoscopes, cassettes, etc... (Dictionnaire commercial, Entreprise Moderne d'Edition, 1987);Dictionnaire commercial, Entreprise Moderne d'Edition, 1987;https://aciege.org/Dct/Fra/Fra_125_59.html
term:125_42;sg:125;4;terme;125_42;PUBLICITE COMPARATIVE;1 > 12 > 125 > 125_42;L'entreprise et son management > Marketing > PUBLICITE > PUBLICITE COMPARATIVE;Publicité attirant l'attention sur les performances du produit de l'annonceur par rapport à celles de produits concurrents. (Dictionnaire bilingue de la publicité et de la communication, Dunod, 1990);Dictionnaire bilingue de la publicité et de la communication, Dunod, 1990;https://aciege.org/Dct/Fra/Fra_125_42.html
term:125_20;sg:125;4;terme;125_20;PUBLICITE COOPERATIVE;1 > 12 > 125 > 125_20;L'entreprise et son management > Marketing > PUBLICITE > PUBLICITE COOPERATIVE;Publicité collective à frais partagés. (Dictionnaire bilingue de la publicité et de la communication, Dunod, 1990);Dictionnaire bilingue de la publicité et de la communication, Dunod, 1990;https://aciege.org/Dct/Fra/Fra_125_20.html
term:125_40;sg:125;4;terme;125_40;PUBLICITE DIRECTE;1 > 12 > 125 > 125_40;L'entreprise et son management > Marketing > PUBLICITE > PUBLICITE DIRECTE;Forme de publicité qui consiste à envoyer directement aux clients potentiels sélectionnés par l'annonceur, les messages ou documents publicitaires ou promotionnels. Dicionnaire bilingue de la Publicité et de la Communication, Dunod, 1990);;https://aciege.org/Dct/Fra/Fra_125_40.html
term:125_39;sg:125;4;terme;125_39;PUBLICITE EXTERIEURE;1 > 12 > 125 > 125_39;L'entreprise et son management > Marketing > PUBLICITE > PUBLICITE EXTERIEURE;Publicité que l'on rencontre à l'extérieur, réalisé surtout à l'aide d'affiches, de panneaux ou de tout autre support similaire, permettant d'exposer au public les messages publicitaires. Ce média peut revêtir des formes très diverses: publicité aérienne, mobilier urbain, affichage lumineux, etc... (Dictionnaire bilingue de la Publicité et de la Communication, Dunod, 1990);Dictionnaire bilingue de la Publicité et de la Communication, Dunod, 1990;https://aciege.org/Dct/Fra/Fra_125_39.html
term:125_37;sg:125;4;terme;125_37;PUBLICITE GRAND PUBLIC;1 > 12 > 125 > 125_37;L'entreprise et son management > Marketing > PUBLICITE > PUBLICITE GRAND PUBLIC;Usage systématique et exagéré des moyens de communication de masse (télévision, radio, journaux, etc) par les entreprises industrielles et commerciales, pour leur publicité... (Dictionnaire bilingue de la Publicité et de la Communication, Dunod, 1990);Dictionnaire bilingue de la Publicité et de la Communication, Dunod, 1990;https://aciege.org/Dct/Fra/Fra_125_37.html
term:125_26;sg:125;4;terme;125_26;PUBLICITE INDUSTRIELLE;1 > 12 > 125 > 125_26;L'entreprise et son management > Marketing > PUBLICITE > PUBLICITE INDUSTRIELLE;Publicité de biens ou services industriels ou techniques (machines, produits chimiques, matières premières, produits semi-finis, etc.) s'adressant aux fabricants qui les utilisent ou les transforment dans leurs opérations de production, par opposition à la publicité visant le consommateur ou l'utilisateur final. (Dictionnaire bilingue de la Publicité et de la Communication, Dunod, 1990);Dictionnaire bilingue de la Publicité et de la Communication, Dunod, 1990;https://aciege.org/Dct/Fra/Fra_125_26.html
term:125_91;sg:125;4;terme;125_91;PUBLICITE MENSONGERE;1 > 12 > 125 > 125_91;L'entreprise et son management > Marketing > PUBLICITE > PUBLICITE MENSONGERE;Publicité trompeuse. (Dictionnaire bilingue de la Publicité et de la Communication, Dunod, 1990);Dictionnaire bilingue de la Publicité et de la Communication, Dunod, 1990;https://aciege.org/Dct/Fra/Fra_125_91.html
term:125_65;sg:125;4;terme;125_65;RECHERCHE PUBLICITAIRE;1 > 12 > 125 > 125_65;L'entreprise et son management > Marketing > PUBLICITE > RECHERCHE PUBLICITAIRE;;;https://aciege.org/Dct/Fra/Fra_125_65.html
term:125_67;sg:125;4;terme;125_67;REGIE PUBLICITAIRE;1 > 12 > 125 > 125_67;L'entreprise et son management > Marketing > PUBLICITE > REGIE PUBLICITAIRE;Toute entreprise qui vend de l'espace publicitaire. Exemple: Air Services, BMS et RSM (régies de radio au Royaume-Uni), RFP (régie francaise de publicité à la télévision A2, FR3) (Dictionnaire bilingue de la publicité et de la communication, Dunod, 1990);Dictionnaire bilingue de la publicité et de la communication, Dunod, 1990;https://aciege.org/Dct/Fra/Fra_125_67.html
term:125_94;sg:125;4;terme;125_94;RELATIONS PUBLIQUES;1 > 12 > 125 > 125_94;L'entreprise et son management > Marketing > PUBLICITE > RELATIONS PUBLIQUES;Activité dont l'objet est de construire et développer, au travers d'évenements par exemple, une image favorable d'une personne ou d'une entreprise. Cette image est souvent définie par la stratégie de communication, et les relations publiques sont l'un des moyens qui contribuent à la créer. (Dictionnaire bilingue de la publicité et de la communication, Dunod, 1990);Dictionnaire bilingue de la publicité et de la communication, Dunod, 1990;https://aciege.org/Dct/Fra/Fra_125_94.html
term:125_04;sg:125;4;terme;125_04;SALON;1 > 12 > 125 > 125_04;L'entreprise et son management > Marketing > PUBLICITE > SALON;Manifestation promotionnelle régulière organisée par les professionnels d'un secteur pour exposer leurs dernières productions. (Dictionnaire Multimédia, Eyrolles, 1990);Dictionnaire Multimédia, Eyrolles, 1990;https://aciege.org/Dct/Fra/Fra_125_04.html
term:125_63;sg:125;4;terme;125_63;SPONSORING;1 > 12 > 125 > 125_63;L'entreprise et son management > Marketing > PUBLICITE > SPONSORING;Forme de publicité qui consiste, pour une personne physique ou morale (le sponsor), à subventionner tout ou partie d'une action culturelle, sportive ou sociale, en vue d'accroître sa notoriété, de créer ou d'améliorer son image de marque. (Dictionnaire commercial, Entreprise moderne d'édition, 1987);Dictionnaire commercial, Entreprise moderne d'édition, 1987;https://aciege.org/Dct/Fra/Fra_125_63.html
term:125_57;sg:125;4;terme;125_57;SUPPORT PUBLICITAIRE;1 > 12 > 125 > 125_57;L'entreprise et son management > Marketing > PUBLICITE > SUPPORT PUBLICITAIRE;"Tout élément capable de véhiculer un message publicitaire : un magazine; une station de radio, etc. (Dictionnaire bilingue de la publicité et de la communication, Dunod, 1990)";Dictionnaire bilingue de la publicité et de la communication, Dunod, 1990;https://aciege.org/Dct/Fra/Fra_125_57.html
term:125_52;sg:125;4;terme;125_52;TECHNIQUE PUBLICITAIRE;1 > 12 > 125 > 125_52;L'entreprise et son management > Marketing > PUBLICITE > TECHNIQUE PUBLICITAIRE;Technique qui a trait à la pratique, au savoir-faire dans une activité, une discipline. (Petit Larousse en couleurs, 1989);Petit Larousse en couleurs, 1989;https://aciege.org/Dct/Fra/Fra_125_52.html
term:131_76;sg:131;4;terme;131_76;AUTOFINANCEMENT;1 > 13 > 131 > 131_76;L'entreprise et son management > Finance > FINANCE D'ENTREPRISE > AUTOFINANCEMENT;Mode de financement réalisé par une entreprise à l'aide de ses propres ressources correspondant aux amortissements, provisions, bénéfices après impôts non distribués. (Lexique de gestion, 1989);Lexique de gestion, 1989;https://aciege.org/Dct/Fra/Fra_131_76.html
term:131_30;sg:131;4;terme;131_30;BON DE CAISSE;1 > 13 > 131 > 131_30;L'entreprise et son management > Finance > FINANCE D'ENTREPRISE > BON DE CAISSE;Titre de créance remis à un prêteur. Il est utilisé généralement par les entreprises et les banques afin de se procurer des moyens de financement à court et moyen terme. (Lexique de gestion. -1989.);Lexique de gestion. -1989.;https://aciege.org/Dct/Fra/Fra_131_30.html
term:131_87;sg:131;4;terme;131_87;CAPITAL;1 > 13 > 131 > 131_87;L'entreprise et son management > Finance > FINANCE D'ENTREPRISE > CAPITAL;Trois sens en économie : -Outil ou facteur de production. C'est la totalité des richesses à la dispositioin d'une unité économique : argent, outils, matières premières, droits de créances (...) -Fonds non liés à une prestation quelconque (...) -Apports faits par les propriétaires de la société (les actionnaires dans une SA) (...) (Dixeco de l'économie. -1985.);Dixeco de l'économie. -1985.;https://aciege.org/Dct/Fra/Fra_131_87.html
term:131_83;sg:131;4;terme;131_83;CAPITAL INVESTISSEMENT;1 > 13 > 131 > 131_83;L'entreprise et son management > Finance > FINANCE D'ENTREPRISE > CAPITAL INVESTISSEMENT;Ensemble des interventions en fonds propres qui sont introduites aux différents stades du développement des entreprises de croissance. La notion de « capital d'investissement » tend à s'appliquer à des interventions en fonds propres dans des entreprises parvenues à divers stades de développement alors que la notion de « capital de risque » reste réservée à des interventions dans des entreprises encore situées dans une phase précoce de leur cycle de vie. Le capital d'investissement peut être mis en œuvre par des investisseurs individuels fortunés, des investisseurs passifs, des investisseurs actifs ou par des sociétés à capital de risque. Dans une première étape, lorsqu'il s'agit de préciser un projet d'entreprise, de mener des études et des démarches préliminaires à la création proprement dite, les interventions en capital relèvent du capital d'amorçage. Dans une deuxième étape, après la création effective, l'entreprise en démarrage peut bénéficier d'une intervention en capital de création. Lorsque le décollage des activités est effectivement engagé, les apports en fonds propres relèvent du capital de risque au sens strict. Si la croissance se confirme, ce sont les professionnels du capital de développement qui ont vocation à s'engager dans l'entreprise. Le capital d'investissement englobe également des interventions en capital de transmission permettant de favoriser la transmission d'entreprises ayant déjà une certaine ancienneté, soit à leurs salariés soit à des opérateurs externes. Par leurs interventions, les opérateurs en capital d'investissement assument ainsi un engagement fort en faveur du financement et de l'accompagnement des entreprises de croissance. http://www.granddictionnaire.com (consulté le 20/01/06);consulté le 20/01/06;https://aciege.org/Dct/Fra/Fra_131_83.html
term:131_93;sg:131;4;terme;131_93;CAPITAL RISQUE;1 > 13 > 131 > 131_93;L'entreprise et son management > Finance > FINANCE D'ENTREPRISE > CAPITAL RISQUE;1. Participation financière apportée par une société spécialisée à un projet innovant, au démarrage d’une société nouvelle ou en accompagnement de l’expansion d’une entreprise. Dans ce type d’opérations, l’apporteur de capitaux accepte de prendre un risque souvent important, dans l’espoir de réaliser à terme une plus-value proportionnelle au risque encouru. Source : Duclos Thierry. Dictionnaire de la banque. Paris : Séfi, 2005 2. Investissement à risque assorti de gains potentiels élevés, consistant en prises de participation dans des entreprises œuvrant en principe dans les techniques de pointe, les idées nouvelles et sur les marchés risqués, réalisé notamment par des sociétés spécialisées, dites sociétés de capital-risque ou des fonds communs de placement à risques. Source : Villeneuve Jeanne-France de. Dictionnaire technique de la bourse et des marchés financiers. Paris : Soficom, 2004;Duclos Thierry. Dictionnaire de la banque. Paris : Séfi, 2005 2. Investissement à risque assorti de gains potentiels élevés, consistant en prises de participation dans des entreprises œuvrant en principe dans les techniques de pointe, les idées nouvelles et sur les marchés risqués, réalisé notamment par des sociétés spécialisées, dites sociétés de capital-risque ou des fonds communs de placement à risques. | Villeneuve Jeanne-France de. Dictionnaire technique de la bourse et des marchés financiers. Paris : Soficom, 2004.;https://aciege.org/Dct/Fra/Fra_131_93.html
